dataset,classifier,revealed_pct,train_size,test_size,num_classes,type,num_dim,balanced,length,f_score
NATOPS,Dummy,20,180,180,6,HAR,24,True,51,0.4897959183773427
NATOPS,Dummy,30,180,180,6,HAR,24,True,51,0.3852459016538565
NonInvasiveFetalECGThorax1,WEASEL,20,1800,1965,42,ECG,1,True,750,0.4941842188111597
NonInvasiveFetalECGThorax1,WEASEL,10,1800,1965,42,ECG,1,True,750,0.6453940066575731
NonInvasiveFetalECGThorax1,WEASEL,30,1800,1965,42,ECG,1,True,750,0.4059938524759573
NonInvasiveFetalECGThorax1,WEASEL,100,1800,1965,42,ECG,1,True,750,0.878351539194236
NonInvasiveFetalECGThorax1,CBoss,100,1800,1965,42,ECG,1,True,750,0.7850967977634364
NonInvasiveFetalECGThorax1,CBoss,20,1800,1965,42,ECG,1,True,750,0.5646551724256581
NonInvasiveFetalECGThorax1,CBoss,10,1800,1965,42,ECG,1,True,750,0.7116316639828701
NonInvasiveFetalECGThorax1,CBoss,30,1800,1965,42,ECG,1,True,750,0.637299035382574
NonInvasiveFetalECGThorax1,ST,30,1800,1965,42,ECG,1,True,750,0.6203674374276549
NonInvasiveFetalECGThorax1,ST,100,1800,1965,42,ECG,1,True,750,0.28477976447449327
NonInvasiveFetalECGThorax1,ST,10,1800,1965,42,ECG,1,True,750,0.7298245614123792
NonInvasiveFetalECGThorax1,ST,20,1800,1965,42,ECG,1,True,750,0.7055655296141131
NonInvasiveFetalECGThorax1,Dummy,100,1800,1965,42,ECG,1,True,750,0.019138755973169275
NonInvasiveFetalECGThorax1,TSF,30,1800,1965,42,ECG,1,True,750,0.7829162132885612
NonInvasiveFetalECGThorax1,TSF,20,1800,1965,42,ECG,1,True,750,0.7959493671077507
NonInvasiveFetalECGThorax1,TSF,10,1800,1965,42,ECG,1,True,750,0.8361847732968616
NonInvasiveFetalECGThorax1,TSF,100,1800,1965,42,ECG,1,True,750,0.8452718529883063
NonInvasiveFetalECGThorax1,Dummy,10,1800,1965,42,ECG,1,True,750,0.6453287197221776
NonInvasiveFetalECGThorax1,Dummy,20,1800,1965,42,ECG,1,True,750,0.45040214476970286
NonInvasiveFetalECGThorax1,Dummy,30,1800,1965,42,ECG,1,True,750,0.327133479208634
NonInvasiveFetalECGThorax2,WEASEL,20,1800,1965,42,ECG,1,True,750,0.4637168141578557
NonInvasiveFetalECGThorax2,WEASEL,30,1800,1965,42,ECG,1,True,750,0.361422308826856
NonInvasiveFetalECGThorax2,WEASEL,10,1800,1965,42,ECG,1,True,750,0.6452865064683192
NonInvasiveFetalECGThorax2,WEASEL,100,1800,1965,42,ECG,1,True,750,0.9045301385487678
NonInvasiveFetalECGThorax2,ST,100,1800,1965,42,ECG,1,True,750,0.5136097392876342
NonInvasiveFetalECGThorax2,ST,30,1800,1965,42,ECG,1,True,750,0.7542553191636137
NonInvasiveFetalECGThorax2,ST,10,1800,1965,42,ECG,1,True,750,0.679534033812075
NonInvasiveFetalECGThorax2,ST,20,1800,1965,42,ECG,1,True,750,0.7408105560994189
NonInvasiveFetalECGThorax2,CBoss,10,1800,1965,42,ECG,1,True,750,0.6838166510703982
NonInvasiveFetalECGThorax2,CBoss,30,1800,1965,42,ECG,1,True,750,0.5754028580118806
NonInvasiveFetalECGThorax2,CBoss,100,1800,1965,42,ECG,1,True,750,0.8226776292134699
NonInvasiveFetalECGThorax2,CBoss,20,1800,1965,42,ECG,1,True,750,0.7068345323591632
NonInvasiveFetalECGThorax2,Dummy,100,1800,1965,42,ECG,1,True,750,0.019138755973169275
NonInvasiveFetalECGThorax2,TSF,20,1800,1965,42,ECG,1,True,750,0.8352816153459205
NonInvasiveFetalECGThorax2,TSF,10,1800,1965,42,ECG,1,True,750,0.869708372543964
NonInvasiveFetalECGThorax2,TSF,100,1800,1965,42,ECG,1,True,750,0.878351539194236
NonInvasiveFetalECGThorax2,TSF,30,1800,1965,42,ECG,1,True,750,0.8051660516140411
NonInvasiveFetalECGThorax2,Dummy,10,1800,1965,42,ECG,1,True,750,0.6453287197221776
NonInvasiveFetalECGThorax2,Dummy,20,1800,1965,42,ECG,1,True,750,0.45040214476970286
NonInvasiveFetalECGThorax2,Dummy,30,1800,1965,42,ECG,1,True,750,0.327133479208634
OliveOil,TSF,100,30,30,4,SPECTRO,1,False,570,0.8387096774583767
OliveOil,TSF,20,30,30,4,SPECTRO,1,False,570,0.8
OliveOil,TSF,10,30,30,4,SPECTRO,1,False,570,0.799999999985
OliveOil,TSF,30,30,30,4,SPECTRO,1,False,570,0.8846153846153846
OliveOil,ST,30,30,30,4,SPECTRO,1,False,570,0.8846153846153846
OliveOil,ST,10,30,30,4,SPECTRO,1,False,570,0.7727272727396695
OliveOil,ST,100,30,30,4,SPECTRO,1,False,570,0.8780487804878049
OliveOil,ST,20,30,30,4,SPECTRO,1,False,570,0.9230769230414202
OliveOil,WEASEL,30,30,30,4,SPECTRO,1,False,570,0.44736842105263164
OliveOil,WEASEL,100,30,30,4,SPECTRO,1,False,570,0.8780487804878049
OliveOil,WEASEL,20,30,30,4,SPECTRO,1,False,570,0.4897959183773427
OliveOil,WEASEL,10,30,30,4,SPECTRO,1,False,570,0.6578947368379501
OliveOil,CBoss,30,30,30,4,SPECTRO,1,False,570,0.9210526315415513
OliveOil,CBoss,100,30,30,4,SPECTRO,1,False,570,0.8387096774583767
OliveOil,CBoss,20,30,30,4,SPECTRO,1,False,570,0.8571428571734694
OliveOil,CBoss,10,30,30,4,SPECTRO,1,False,570,0.6935483871030177
OliveOil,PForest,10,30,30,4,SPECTRO,1,False,570,0.6666666666666667
OliveOil,PForest,100,30,30,4,SPECTRO,1,False,570,0.5112781955226412
OliveOil,PForest,30,30,30,4,SPECTRO,1,False,570,0.5
OliveOil,PForest,20,30,30,4,SPECTRO,1,False,570,0.4999999999999999
OliveOil,Dummy,100,30,30,4,SPECTRO,1,False,570,0.34782608695652173
OliveOil,Dummy,10,30,30,4,SPECTRO,1,False,570,0.7
OliveOil,Dummy,20,30,30,4,SPECTRO,1,False,570,0.5714285714285714
OliveOil,Dummy,30,30,30,4,SPECTRO,1,False,570,0.5
PEMS-SF,TSF,10,267,173,7,MISC,963,True,144,0.9368686868764093
PEMS-SF,TSF,100,267,173,7,MISC,963,True,144,0.9784172661404896
PEMS-SF,TSF,20,267,173,7,MISC,963,True,144,0.9518569464066002
PEMS-SF,TSF,30,267,173,7,MISC,963,True,144,0.9510202239610783
PEMS-SF,Dummy,100,267,173,7,MISC,963,True,144,0.09467455619944964
PEMS-SF,Dummy,10,267,173,7,MISC,963,True,144,0.6557155715551934
PEMS-SF,Dummy,20,267,173,7,MISC,963,True,144,0.4749485243605701
PEMS-SF,Dummy,30,267,173,7,MISC,963,True,144,0.36356073210643935
Phoneme,TSF,30,214,1896,39,SOUND,1,False,1024,0.3978217404918507
Phoneme,TSF,20,214,1896,39,SOUND,1,False,1024,0.4936214527421826
Phoneme,TSF,100,214,1896,39,SOUND,1,False,1024,0.16520210897443954
Phoneme,TSF,10,214,1896,39,SOUND,1,False,1024,0.657645298076333
Phoneme,ST,100,214,1896,39,SOUND,1,False,1024,0.23450586266699402
Phoneme,ST,20,214,1896,39,SOUND,1,False,1024,0.5017864231738431
Phoneme,ST,30,214,1896,39,SOUND,1,False,1024,0.41295275799976394
Phoneme,ST,10,214,1896,39,SOUND,1,False,1024,0.6646977067355274
Phoneme,CBoss,10,214,1896,39,SOUND,1,False,1024,0.662718846543413
Phoneme,CBoss,30,214,1896,39,SOUND,1,False,1024,0.4238265389078171
Phoneme,CBoss,20,214,1896,39,SOUND,1,False,1024,0.5061398825412424
Phoneme,CBoss,100,214,1896,39,SOUND,1,False,1024,0.2683475912105078
Phoneme,PForest,100,214,1896,39,SOUND,1,False,1024,0.013547840788061927
Phoneme,PForest,30,214,1896,39,SOUND,1,False,1024,0.32331371225724714
Phoneme,PForest,10,214,1896,39,SOUND,1,False,1024,0.6443251883961457
Phoneme,PForest,20,214,1896,39,SOUND,1,False,1024,0.447856383614773
Phoneme,WEASEL,100,214,1896,39,SOUND,1,False,1024,0.2578037277933416
Phoneme,WEASEL,10,214,1896,39,SOUND,1,False,1024,0.6684285333547481
Phoneme,WEASEL,30,214,1896,39,SOUND,1,False,1024,0.4359881520597978
Phoneme,Dummy,100,214,1896,39,SOUND,1,False,1024,0.09238074680607122
Phoneme,WEASEL,20,214,1896,39,SOUND,1,False,1024,0.5135080235645371
Phoneme,Dummy,10,214,1896,39,SOUND,1,False,1024,0.6553843632176672
Phoneme,Dummy,20,214,1896,39,SOUND,1,False,1024,0.47417781667781633
Phoneme,Dummy,30,214,1896,39,SOUND,1,False,1024,0.36242797937430304
PigAirwayPressure,TSF,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6533923303889106
PigAirwayPressure,TSF,100,104,208,52,HEMODYNAMICS,1,True,2000,0.18511066402432297
PigAirwayPressure,TSF,30,104,208,52,HEMODYNAMICS,1,True,2000,0.35168334848313587
PigAirwayPressure,TSF,20,104,208,52,HEMODYNAMICS,1,True,2000,0.47219069240358125
PigAirwayPressure,ST,100,104,208,52,HEMODYNAMICS,1,True,2000,0.7542857143204885
PigAirwayPressure,ST,20,104,208,52,HEMODYNAMICS,1,True,2000,0.5006016847099792
PigAirwayPressure,ST,10,104,208,52,HEMODYNAMICS,1,True,2000,0.658054711244279
PigAirwayPressure,ST,30,104,208,52,HEMODYNAMICS,1,True,2000,0.5129870130001686
PigAirwayPressure,CBoss,100,104,208,52,HEMODYNAMICS,1,True,2000,0.9114521841980125
PigAirwayPressure,CBoss,30,104,208,52,HEMODYNAMICS,1,True,2000,0.4185475956892526
PigAirwayPressure,CBoss,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6604938271545495
PigAirwayPressure,CBoss,20,104,208,52,HEMODYNAMICS,1,True,2000,0.5082467929262857
PigAirwayPressure,WEASEL,30,104,208,52,HEMODYNAMICS,1,True,2000,0.49680511180410125
PigAirwayPressure,WEASEL,100,104,208,52,HEMODYNAMICS,1,True,2000,0.5865490628202696
PigAirwayPressure,WEASEL,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6807124239841726
PigAirwayPressure,WEASEL,20,104,208,52,HEMODYNAMICS,1,True,2000,0.5730027548019945
PigAirwayPressure,Dummy,100,104,208,52,HEMODYNAMICS,1,True,2000,0.015444015419209589
PigAirwayPressure,Dummy,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6448467966541538
PigAirwayPressure,Dummy,20,104,208,52,HEMODYNAMICS,1,True,2000,0.44924406046739973
PigAirwayPressure,Dummy,30,104,208,52,HEMODYNAMICS,1,True,2000,0.3253968253851798
PigArtPressure,TSF,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6623731459837594
PigArtPressure,TSF,100,104,208,52,HEMODYNAMICS,1,True,2000,0.3514644351027467
PigArtPressure,TSF,30,104,208,52,HEMODYNAMICS,1,True,2000,0.4369369369144279
PigArtPressure,TSF,20,104,208,52,HEMODYNAMICS,1,True,2000,0.5066991473960545
PigArtPressure,ST,30,104,208,52,HEMODYNAMICS,1,True,2000,0.9534161490231858
PigArtPressure,ST,100,104,208,52,HEMODYNAMICS,1,True,2000,0.9523809523337868
PigArtPressure,ST,10,104,208,52,HEMODYNAMICS,1,True,2000,0.8880597014809535
PigArtPressure,ST,20,104,208,52,HEMODYNAMICS,1,True,2000,0.907306434055653
PigArtPressure,CBoss,10,104,208,52,HEMODYNAMICS,1,True,2000,0.9770642202185001
PigArtPressure,CBoss,100,104,208,52,HEMODYNAMICS,1,True,2000,0.9760765550620178
PigArtPressure,CBoss,30,104,208,52,HEMODYNAMICS,1,True,2000,0.98218527318731
PigArtPressure,CBoss,20,104,208,52,HEMODYNAMICS,1,True,2000,0.9940262843583658
PigArtPressure,WEASEL,10,104,208,52,HEMODYNAMICS,1,True,2000,0.9369747899086223
PigArtPressure,WEASEL,20,104,208,52,HEMODYNAMICS,1,True,2000,0.9651972158310087
PigArtPressure,WEASEL,100,104,208,52,HEMODYNAMICS,1,True,2000,1.0
PigArtPressure,WEASEL,30,104,208,52,HEMODYNAMICS,1,True,2000,0.959080280537774
PigArtPressure,Dummy,100,104,208,52,HEMODYNAMICS,1,True,2000,0.015444015419209589
PigArtPressure,Dummy,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6448467966541538
PigArtPressure,Dummy,20,104,208,52,HEMODYNAMICS,1,True,2000,0.44924406046739973
PigArtPressure,Dummy,30,104,208,52,HEMODYNAMICS,1,True,2000,0.3253968253851798
PigCVP,TSF,20,104,208,52,HEMODYNAMICS,1,True,2000,0.49027695934925686
PigCVP,TSF,100,104,208,52,HEMODYNAMICS,1,True,2000,0.2362525457834338
PigCVP,TSF,30,104,208,52,HEMODYNAMICS,1,True,2000,0.38804554080707465
PigCVP,TSF,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6598770176737931
PigCVP,ST,100,104,208,52,HEMODYNAMICS,1,True,2000,0.7219069239243301
PigCVP,ST,20,104,208,52,HEMODYNAMICS,1,True,2000,0.5892351274754151
PigCVP,ST,30,104,208,52,HEMODYNAMICS,1,True,2000,0.7251308900780132
PigCVP,ST,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6880650994507028
PigCVP,CBoss,10,104,208,52,HEMODYNAMICS,1,True,2000,0.8076923076923077
PigCVP,CBoss,100,104,208,52,HEMODYNAMICS,1,True,2000,0.9406175771689846
PigCVP,CBoss,20,104,208,52,HEMODYNAMICS,1,True,2000,0.8785638859333837
PigCVP,CBoss,30,104,208,52,HEMODYNAMICS,1,True,2000,0.9257425742574258
PigCVP,WEASEL,30,104,208,52,HEMODYNAMICS,1,True,2000,0.8155305691903746
PigCVP,WEASEL,100,104,208,52,HEMODYNAMICS,1,True,2000,0.9172576832244298
PigCVP,WEASEL,10,104,208,52,HEMODYNAMICS,1,True,2000,0.7142121524095961
PigCVP,WEASEL,20,104,208,52,HEMODYNAMICS,1,True,2000,0.6808510638297872
PigCVP,PForest,20,104,208,52,HEMODYNAMICS,1,True,2000,0.45291235711580824
PigCVP,PForest,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6443442054105035
PigCVP,Dummy,100,104,208,52,HEMODYNAMICS,1,True,2000,0.015444015419209589
PigCVP,Dummy,10,104,208,52,HEMODYNAMICS,1,True,2000,0.6448467966541538
PigCVP,Dummy,20,104,208,52,HEMODYNAMICS,1,True,2000,0.44924406046739973
PigCVP,Dummy,30,104,208,52,HEMODYNAMICS,1,True,2000,0.3253968253851798
Plane,TSF,10,105,105,7,SENSOR,1,False,144,0.9117647058944637
Plane,TSF,30,105,105,7,SENSOR,1,False,144,0.9538002980569904
Plane,TSF,100,105,105,7,SENSOR,1,False,144,0.9881235154690506
Plane,TSF,20,105,105,7,SENSOR,1,False,144,0.9767441861032992
Plane,ST,20,105,105,7,SENSOR,1,False,144,0.6315789473518005
Plane,ST,10,105,105,7,SENSOR,1,False,144,0.6735537190053957
Plane,ST,100,105,105,7,SENSOR,1,False,144,1.0
Plane,ST,30,105,105,7,SENSOR,1,False,144,0.6357226791661068
Plane,WEASEL,20,105,105,7,SENSOR,1,False,144,0.48837209302183604
Plane,WEASEL,30,105,105,7,SENSOR,1,False,144,0.8691983122213165
Plane,WEASEL,100,105,105,7,SENSOR,1,False,144,1.0
Plane,WEASEL,10,105,105,7,SENSOR,1,False,144,0.6615384615378402
Plane,CBoss,30,105,105,7,SENSOR,1,False,144,0.5223166843669254
Plane,CBoss,20,105,105,7,SENSOR,1,False,144,0.48837209302183604
Plane,CBoss,100,105,105,7,SENSOR,1,False,144,1.0
Plane,CBoss,10,105,105,7,SENSOR,1,False,144,0.672131147541689
Plane,PForest,10,105,105,7,SENSOR,1,False,144,0.6909090909125619
Plane,PForest,20,105,105,7,SENSOR,1,False,144,0.5316455696067937
Plane,PForest,100,105,105,7,SENSOR,1,False,144,1.0
Plane,PForest,30,105,105,7,SENSOR,1,False,144,0.5637417218635244
Plane,Dummy,100,105,105,7,SENSOR,1,False,144,0.07766990288095021
Plane,Dummy,10,105,105,7,SENSOR,1,False,144,0.6532846715283712
Plane,Dummy,20,105,105,7,SENSOR,1,False,144,0.4692737430062732
Plane,Dummy,30,105,105,7,SENSOR,1,False,144,0.3552036198940236
PowerCons,TSF,100,180,180,2,DEVICE,1,True,144,0.993065187184543
PowerCons,TSF,20,180,180,2,DEVICE,1,True,144,0.7741935484120708
PowerCons,TSF,10,180,180,2,DEVICE,1,True,144,0.81034482760761
PowerCons,TSF,30,180,180,2,DEVICE,1,True,144,0.7795926210198435
PowerCons,ST,30,180,180,2,DEVICE,1,True,144,0.6673117522785551
PowerCons,ST,20,180,180,2,DEVICE,1,True,144,0.6180257510941811
PowerCons,ST,10,180,180,2,DEVICE,1,True,144,0.7368421052756233
PowerCons,ST,100,180,180,2,DEVICE,1,True,144,0.9247606019286587
PowerCons,CBoss,30,180,180,2,DEVICE,1,True,144,0.7594625283677598
PowerCons,CBoss,10,180,180,2,DEVICE,1,True,144,0.7432432432498174
PowerCons,CBoss,20,180,180,2,DEVICE,1,True,144,0.7164179104263756
PowerCons,CBoss,100,180,180,2,DEVICE,1,True,144,0.9046321525618277
PowerCons,WEASEL,30,180,180,2,DEVICE,1,True,144,0.62593473830526
PowerCons,WEASEL,100,180,180,2,DEVICE,1,True,144,0.9518569463412604
PowerCons,WEASEL,10,180,180,2,DEVICE,1,True,144,0.7322580645191259
PowerCons,WEASEL,20,180,180,2,DEVICE,1,True,144,0.6457399103081098
PowerCons,PForest,30,180,180,2,DEVICE,1,True,144,0.684689507468208
PowerCons,PForest,100,180,180,2,DEVICE,1,True,144,0.993065187184543
PowerCons,PForest,10,180,180,2,DEVICE,1,True,144,0.7647058823373702
PowerCons,PForest,20,180,180,2,DEVICE,1,True,144,0.679245283006052
PowerCons,Dummy,100,180,180,2,DEVICE,1,True,144,0.4444444444444444
PowerCons,Dummy,10,180,180,2,DEVICE,1,True,144,0.7222222222222222
PowerCons,Dummy,20,180,180,2,DEVICE,1,True,144,0.6153846153846154
PowerCons,Dummy,30,180,180,2,DEVICE,1,True,144,0.5588235294117647
RacketSports,PForest,10,151,152,4,HAR,6,True,30,0.6914357682629291
RacketSports,PForest,100,151,152,4,HAR,6,True,30,0.38040345819810806
RacketSports,PForest,20,151,152,4,HAR,6,True,30,0.5319335083189072
RacketSports,PForest,30,151,152,4,HAR,6,True,30,0.4654199012051683
RacketSports,TSF,30,151,152,4,HAR,6,True,30,0.7820993439742396
RacketSports,TSF,20,151,152,4,HAR,6,True,30,0.7255369928712643
RacketSports,TSF,10,151,152,4,HAR,6,True,30,0.7516556291407395
RacketSports,TSF,100,151,152,4,HAR,6,True,30,0.8796147672865465
RacketSports,CBoss,100,151,152,4,HAR,6,True,30,0.7723704866382203
RacketSports,CBoss,30,151,152,4,HAR,6,True,30,0.4389155799381982
RacketSports,WEASEL,100,151,152,4,HAR,6,True,30,0.8484848484848485
RacketSports,WEASEL,30,151,152,4,HAR,6,True,30,0.5231862378551071
RacketSports,WEASEL,20,151,152,4,HAR,6,True,30,0.5588235293994377
RacketSports,WEASEL,10,151,152,4,HAR,6,True,30,0.6914357682629291
RacketSports,Dummy,100,151,152,4,HAR,6,True,30,0.23988842395099685
RacketSports,CBoss,10,151,152,4,HAR,6,True,30,0.6749136939058664
RacketSports,CBoss,20,151,152,4,HAR,6,True,30,0.5096395641257658
RacketSports,Dummy,10,151,152,4,HAR,6,True,30,0.6790341578259964
RacketSports,Dummy,20,151,152,4,HAR,6,True,30,0.5273200346774723
RacketSports,Dummy,30,151,152,4,HAR,6,True,30,0.4389155799381982
RefrigerationDevices,TSF,100,375,375,3,DEVICE,1,True,720,0.5317220544148922
RefrigerationDevices,TSF,10,375,375,3,DEVICE,1,True,720,0.7293577981651376
RefrigerationDevices,TSF,20,375,375,3,DEVICE,1,True,720,0.6329113924050633
RefrigerationDevices,TSF,30,375,375,3,DEVICE,1,True,720,0.5799999999784
RefrigerationDevices,ST,100,375,375,3,DEVICE,1,True,720,0.5045045045045045
RefrigerationDevices,ST,30,375,375,3,DEVICE,1,True,720,0.5714285714285714
RefrigerationDevices,ST,10,375,375,3,DEVICE,1,True,720,0.7245508981951889
RefrigerationDevices,ST,20,375,375,3,DEVICE,1,True,720,0.6036217303974755
RefrigerationDevices,CBoss,20,375,375,3,DEVICE,1,True,720,0.600000000015
RefrigerationDevices,CBoss,100,375,375,3,DEVICE,1,True,720,0.4883303411131059
RefrigerationDevices,CBoss,10,375,375,3,DEVICE,1,True,720,0.7279635258445275
RefrigerationDevices,CBoss,30,375,375,3,DEVICE,1,True,720,0.5646687696950972
RefrigerationDevices,WEASEL,30,375,375,3,DEVICE,1,True,720,0.5289634146537532
RefrigerationDevices,WEASEL,100,375,375,3,DEVICE,1,True,720,0.4483985765124555
RefrigerationDevices,WEASEL,10,375,375,3,DEVICE,1,True,720,0.6968503937007874
RefrigerationDevices,WEASEL,20,375,375,3,DEVICE,1,True,720,0.5791505791645548
RefrigerationDevices,Dummy,100,375,375,3,DEVICE,1,True,720,0.28571428568367363
RefrigerationDevices,PForest,30,375,375,3,DEVICE,1,True,720,0.5530421217054026
RefrigerationDevices,PForest,20,375,375,3,DEVICE,1,True,720,0.5847953216374269
RefrigerationDevices,PForest,10,375,375,3,DEVICE,1,True,720,0.7
RefrigerationDevices,PForest,100,375,375,3,DEVICE,1,True,720,0.4065804935046521
RefrigerationDevices,Dummy,10,375,375,3,DEVICE,1,True,720,0.6874999999941407
RefrigerationDevices,Dummy,20,375,375,3,DEVICE,1,True,720,0.5454545454421489
RefrigerationDevices,Dummy,30,375,375,3,DEVICE,1,True,720,0.46428571426849496
Rock,TSF,10,20,50,4,SPECTRO,1,True,2844,0.7173913043478262
Rock,TSF,30,20,50,4,SPECTRO,1,True,2844,0.639240506329114
Rock,TSF,100,20,50,4,SPECTRO,1,True,2844,0.6948356807511737
Rock,TSF,20,20,50,4,SPECTRO,1,True,2844,0.6451612903225806
Rock,ST,30,20,50,4,SPECTRO,1,True,2844,0.44736842105263164
Rock,ST,20,20,50,4,SPECTRO,1,True,2844,0.5128205128205128
Rock,ST,100,20,50,4,SPECTRO,1,True,2844,0.854368932038835
Rock,ST,10,20,50,4,SPECTRO,1,True,2844,0.6754385964912282
Rock,PForest,10,20,50,4,SPECTRO,1,True,2844,0.6818181818181819
Rock,PForest,20,20,50,4,SPECTRO,1,True,2844,0.5333333333333334
Rock,PForest,100,20,50,4,SPECTRO,1,True,2844,0.40528634361233473
Rock,PForest,30,20,50,4,SPECTRO,1,True,2844,0.4278350515463917
Rock,WEASEL,20,20,50,4,SPECTRO,1,True,2844,0.5797101449275361
Rock,WEASEL,30,20,50,4,SPECTRO,1,True,2844,0.3910891089108911
Rock,WEASEL,10,20,50,4,SPECTRO,1,True,2844,0.6724137931034482
Rock,WEASEL,100,20,50,4,SPECTRO,1,True,2844,0.761904761904762
Rock,CBoss,10,20,50,4,SPECTRO,1,True,2844,0.7083333333333333
Rock,CBoss,100,20,50,4,SPECTRO,1,True,2844,0.8780487804878049
Rock,CBoss,20,20,50,4,SPECTRO,1,True,2844,0.588235294117647
Rock,CBoss,30,20,50,4,SPECTRO,1,True,2844,0.6111111111111112
Rock,Dummy,100,20,50,4,SPECTRO,1,True,2844,0.3668122270742358
Rock,Dummy,10,20,50,4,SPECTRO,1,True,2844,0.7040816326530612
Rock,Dummy,20,20,50,4,SPECTRO,1,True,2844,0.5797101449275361
Rock,Dummy,30,20,50,4,SPECTRO,1,True,2844,0.5112359550561798
ScreenType,TSF,30,375,375,3,DEVICE,1,True,720,0.5258358662419105
ScreenType,TSF,20,375,375,3,DEVICE,1,True,720,0.5780346820809248
ScreenType,TSF,10,375,375,3,DEVICE,1,True,720,0.6989389920490364
ScreenType,TSF,100,375,375,3,DEVICE,1,True,720,0.3808411215273134
ScreenType,ST,10,375,375,3,DEVICE,1,True,720,0.6908396946564885
ScreenType,ST,30,375,375,3,DEVICE,1,True,720,0.5044642857142858
ScreenType,ST,100,375,375,3,DEVICE,1,True,720,0.43000590664183413
ScreenType,ST,20,375,375,3,DEVICE,1,True,720,0.5681818181818181
ScreenType,CBoss,20,375,375,3,DEVICE,1,True,720,0.5859375000143052
ScreenType,CBoss,100,375,375,3,DEVICE,1,True,720,0.4378698224523827
ScreenType,CBoss,10,375,375,3,DEVICE,1,True,720,0.7016129032258065
ScreenType,CBoss,30,375,375,3,DEVICE,1,True,720,0.5211800302378748
ScreenType,WEASEL,30,375,375,3,DEVICE,1,True,720,0.5227272727272727
ScreenType,WEASEL,20,375,375,3,DEVICE,1,True,720,0.5758157389773468
ScreenType,WEASEL,10,375,375,3,DEVICE,1,True,720,0.7100840336134453
ScreenType,WEASEL,100,375,375,3,DEVICE,1,True,720,0.47761194026509246
ScreenType,Dummy,100,375,375,3,DEVICE,1,True,720,0.28571428568367363
ScreenType,PForest,20,375,375,3,DEVICE,1,True,720,0.5405405405405406
ScreenType,PForest,10,375,375,3,DEVICE,1,True,720,0.6932989690659376
ScreenType,Dummy,10,375,375,3,DEVICE,1,True,720,0.6874999999941407
ScreenType,Dummy,20,375,375,3,DEVICE,1,True,720,0.5454545454421489
ScreenType,Dummy,30,375,375,3,DEVICE,1,True,720,0.46428571426849496
SemgHandGenderCh2,TSF,100,300,600,2,SPECTRO,1,True,1500,0.9119934506351863
SemgHandGenderCh2,TSF,20,300,600,2,SPECTRO,1,True,1500,0.8905380334282205
SemgHandGenderCh2,TSF,30,300,600,2,SPECTRO,1,True,1500,0.8757961783790013
SemgHandGenderCh2,TSF,10,300,600,2,SPECTRO,1,True,1500,0.8149606299212598
SemgHandGenderCh2,ST,30,300,600,2,SPECTRO,1,True,1500,0.8235294117647058
SemgHandGenderCh2,ST,20,300,600,2,SPECTRO,1,True,1500,0.7090103397550668
SemgHandGenderCh2,ST,10,300,600,2,SPECTRO,1,True,1500,0.6910828025416853
SemgHandGenderCh2,ST,100,300,600,2,SPECTRO,1,True,1500,0.775169120611024
SemgHandGenderCh2,WEASEL,100,300,600,2,SPECTRO,1,True,1500,0.7487138899505443
SemgHandGenderCh2,WEASEL,10,300,600,2,SPECTRO,1,True,1500,0.7666666666666667
SemgHandGenderCh2,WEASEL,30,300,600,2,SPECTRO,1,True,1500,0.6625403660099578
SemgHandGenderCh2,WEASEL,20,300,600,2,SPECTRO,1,True,1500,0.7007299269868399
SemgHandGenderCh2,CBoss,100,300,600,2,SPECTRO,1,True,1500,0.8563334682707919
SemgHandGenderCh2,CBoss,20,300,600,2,SPECTRO,1,True,1500,0.6956521739130435
SemgHandGenderCh2,CBoss,30,300,600,2,SPECTRO,1,True,1500,0.7602100350352442
SemgHandGenderCh2,CBoss,10,300,600,2,SPECTRO,1,True,1500,0.7810304449517083
SemgHandGenderCh2,Dummy,100,300,600,2,SPECTRO,1,True,1500,0.5977011494252873
SemgHandGenderCh2,Dummy,10,300,600,2,SPECTRO,1,True,1500,0.7666666666666667
SemgHandGenderCh2,Dummy,20,300,600,2,SPECTRO,1,True,1500,0.6956521739130435
SemgHandGenderCh2,Dummy,30,300,600,2,SPECTRO,1,True,1500,0.6612903225806451
SemgHandMovementCh2,TSF,20,450,450,6,SPECTRO,1,True,1500,0.679245283006052
SemgHandMovementCh2,TSF,10,450,450,6,SPECTRO,1,True,1500,0.7356020942377539
SemgHandMovementCh2,TSF,30,450,450,6,SPECTRO,1,True,1500,0.7125748503357059
SemgHandMovementCh2,TSF,100,450,450,6,SPECTRO,1,True,1500,0.8128342245474564
SemgHandMovementCh2,ST,10,450,450,6,SPECTRO,1,True,1500,0.6688555347155292
SemgHandMovementCh2,ST,30,450,450,6,SPECTRO,1,True,1500,0.4747292418596619
